image_id,primary_blessing,symbol_objects,cultural_reason,is_negative,symbol_reason,time_period,product_function,source_reference
image_015.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,ceramics,https://digicol.dpm.org.cn/cultural/detail?id=b7935bcc7b05499aad6bdfff61ec9117&source=6
image_016.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,ceramics,https://digicol.dpm.org.cn/cultural/detail?id=b7935bcc7b05499aad6bdfff61ec9117&source=6
image_017.jpg,longevity,fungus of immortality,symbol,no,"Because lingzhi mushroom symbolizes longevity and immortality in traditional culture, often associated with the Goddess of Longevity.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=c709e121e3a14dde9f8bfcc21a87862c&source=6
image_018.jpg,luck,dragon,symbol,no,"Dragon is a sacred and auspicious creature symbolizing power, good fortune, and prosperity, bringing blessings.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=af5f767cf82f4500b40763a7303b636d&source=6
image_019.jpg,double happiness,dragon,symbol,no,"Phoenix is an auspicious symbol of harmony, prosperity, and joyful events such as weddings, representing happiness and good fortune.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=ebeca8b0a9d5432880b2767bd688f593&source=6
image_020.jpg,longevity,"bat,peach",symbol,no,"The peach, as a ""longevity peach,"" symbolizes long life, and with the bat (homophone for ""blessing""), forms the motif ""blessing and longevity"" — representing lasting fortune and life.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=345f04f6ecba4968a7647c20761d19c4&source=6
image_021.jpg,longevity,chrysanthemum,symbol,no,"Chrysanthemums bloom in late autumn, symbolizing resilience and longevity, and ""ju"" sounds like ""ji"" (good fortune), they are regarded as a symbol of long life.",Ming,tableware,https://digicol.dpm.org.cn/cultural/detail?id=c49b8583318648fe9a997514d80637b3&source=6
image_022.jpg,luck,bat,homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=ea53492270ce4742af4d4c9089f07263&source=6
image_023.jpg,longevity,crane,symbol,no,Crane often associated with immortality and wise elders.,Ming,tableware,https://digicol.dpm.org.cn/cultural/detail?id=ea0cc2540ae24e9e954e0dfb9541d71c&source=6
image_024.jpg,longevity,crane,symbol,no,Crane often associated with immortality and wise elders.,Ming,tableware,https://digicol.dpm.org.cn/cultural/detail?id=7bbe99dc642547459cc883e3f05cc549&source=6
image_025.jpg,luck,words,symbol,no,"The Chinese character ""fu"" (福) symbolizes longevity.",Qing,ceramics,https://digicol.dpm.org.cn/cultural/detail?id=c13c992618564078a02951a3a165ef4f&source=6
image_026.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,ceramics,https://digicol.dpm.org.cn/cultural/detail?id=c13c992618564078a02951a3a165ef4f&source=6
image_027.jpg,longevity,chrysanthemum,symbol,no,"Chrysanthemums bloom in late autumn, symbolizing resilience and longevity, and ""ju"" sounds like ""ji"" (good fortune), they are regarded as a symbol of long life.",Qing,ceramics,https://digicol.dpm.org.cn/cultural/detail?id=c13c992618564078a02951a3a165ef4f&source=6
image_028.jpg,longevity,fungus of immortality,symbol,no,"Because lingzhi mushroom symbolizes longevity and immortality in traditional culture, often associated with the Goddess of Longevity.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=9aa2a260789641e9a191023709f433bf&source=6
image_029.jpg,luck,god of luck,symbol,no,"God of luck, the Star of Good Fortune, is believed to bring blessings and happiness to people.",Qing,Sculpture,https://digicol.dpm.org.cn/cultural/detail?id=79ee2245cb22435cacb3279e23058131&source=6
image_030.jpg,luck,god of luck,symbol,no,"God of luck, the Star of Good Fortune, is believed to bring blessings and happiness to people.",Ming,Sculpture,https://digicol.dpm.org.cn/cultural/detail?id=b179544838f34e82a4ad8efe163b13b3&source=6
image_031.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=cf80996cc6134666b87ebca4383eba91&source=6
image_032.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=fca9a37e42ce43de831395a8154c3839&source=6
image_033.jpg,prosperity,peony,symbol,no,"Peony symbolizes wealth, honor, and high status, which are associated with ""lu"" (prosperity and official rank).",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=72e6b993dd2d4d66b4a2df6a6b5e808e&source=6
image_034.jpg,luck,gourd,homophony,no,"The gourd is full of seeds and ""gourd"" (hulu) sounds like ""good fortune and prosperity"" (fulu), symbolizing fertility, abundance, and happiness.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=72e6b993dd2d4d66b4a2df6a6b5e808e&source=6
image_035.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=cf44f4a05be744d897e5d73dadc91b62&source=6
image_036.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=cf44f4a05be744d897e5d73dadc91b62&source=6
image_037.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=39e7d77a3bd74ecaa7496f6ae06fa6d1&source=6
image_038.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=761761fb39f3496aa9bcc06cc7cd34a3&source=6
image_039.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=f3db488a9ed949e880e0642734e7358a&source=6
image_040.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=a7905f61afda4738a9c6f7a1c82007fd&source=6
image_041.jpg,luck,"gourd,bat,longevity",symbol,no,"The gourd is full of seeds and ""gourd"" (hulu) sounds like ""good fortune and prosperity"" (fulu), symbolizing fertility, abundance, and happiness.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=f6784206145f43c9989826597c7d7c98&source=6
image_042.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=c96b497c090d4a63a6aa0ba8cc94972b&source=6
image_043.jpg,luck,bat,homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=0cc150d3c2b94a2684a1dd044a63f975&source=6
image_044.jpg,luck,"gourd,prosperity",symbol,no,"The gourd is full of seeds and ""gourd"" (hulu) sounds like ""good fortune and prosperity"" (fulu), symbolizing fertility, abundance, and happiness.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=2835a2389fca456ab0fad2112153b5d7&source=6
image_045.jpg,luck,"gourd,prosperity",symbol,no,"The gourd is full of seeds and ""gourd"" (hulu) sounds like ""good fortune and prosperity"" (fulu), symbolizing fertility, abundance, and happiness.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=a15aa561fb744200b557247cd9d8be3d&source=6
image_046.jpg,luck,cloud,symbol,no,"Clouds symbolize good fortune and blessings, as ""cloud"" (yún) sounds like ""luck"" (yùn) in Chinese.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=60ff958568514f78ac5db7c740ac6a57&source=6
image_047.jpg,luck,dragon,symbol,no,"Dragon is a sacred and auspicious creature symbolizing power, good fortune, and prosperity, bringing blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=31fab870b2b24e3890b2e72d9265ce5f&source=6
image_048.jpg,double happiness,"lotus,luck",homophony,no,"Because ""lotus"" (lian) sounds like ""continuous"" (lian), it symbolizes joyful blessings like ""continuous sons"" or ""abundance every year.""",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=ec30a514840248ee96b1bf41d3031a50&source=6
image_049.jpg,luck,bat,homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=48ac10c9c33443a784c0641dec702a08&source=6
image_050.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=8854e399eac54cb783da6648d775b924&source=6
image_051.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=e46c6b8ce89e44cdb545f3beb978cd7a&source=6
image_052.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=c33c63ffcadc454097731a482dbcb233&source=6
image_053.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=7c36853692834e98973646087b4f4922&source=6
image_054.jpg,luck,words,symbol,no,"The Chinese character ""fu"" (福) symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=ea256531db59449a912c8f06aaf55920&source=6
image_055.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=933f5d735cc84d33a86979e90f754e93&source=6
image_056.jpg,double happiness,lotus,homophony,no,"Because ""lotus"" (lian) sounds like ""continuous"" (lian), it symbolizes joyful blessings like ""continuous sons"" or ""abundance every year.""",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=933f5d735cc84d33a86979e90f754e93&source=6
image_057.jpg,luck,"dragon,longevity",symbol,no,"Dragon is a sacred and auspicious creature symbolizing power, good fortune, and prosperity, bringing blessings.",Qing,Sculpture,https://digicol.dpm.org.cn/cultural/detail?id=c462620881d24c5aa5076be7c6db183e&source=6
image_058.jpg,luck,"bat,words",homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=8ff458d409dc4372a7950adf72208687&source=6
image_059.jpg,longevity,plum,symbol,no,"Because plum blooms alone in the severe cold, it is seen as a symbol of longevity.",Ming,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=1e4338b6ba3742658f896549b665553c&source=6
image_060.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=94fc089df272487e94a1972beacf1801&source=6
image_061.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=a5f01e8ecc2b49f9be51116c068a2b8d&source=6
image_062.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=07ba4673d78a4752b71fbbaf3c2bbecf&source=6
image_063.jpg,luck,"bat,words",homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=8819fb804ed64e758f88e0949b480870&source=6
image_064.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=5a881e2d7dee49d296975c65f86c7155&source=6
image_065.jpg,longevity,"words,peach",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=f8a17689523f4ef4b878d915c510b6be&source=6
image_066.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Ming,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=fbed0ef2cb074ca79dfcd30b7ed786ad&source=6
image_067.jpg,luck,"peach,huddha's hand","symbol,homophony",no,"The peach symbolizes longevity, and the Buddha's hand (citron) homophones ""luck"" (fu).",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=3c88c2e9e7a942afa16b4d98c6b310c8&source=6
image_068.jpg,luck,bat，words,homophony,no,"Featuring bats, whose name ""fu"" sounds like ""luck,"" combined with the longevity character to form ""Five Bats Embracing Longevity.""",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=8eed80c5210b4dce9853ab4fe9358510&source=6
image_069.jpg,longevity,"peach,bat","symbol,homophony",no,"Featuring bats, whose name ""fu"" sounds like ""luck"" .",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=a51d5157d0a3406b83093022a5cc110d&source=6
image_070.jpg,longevity,"peach,bat","symbol,homophony",no,"Featuring bats, whose name ""fu"" sounds like ""luck"" .",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=45656fd77986415cbcede2a244ea7517&source=6
image_071.jpg,luck,words,symbol,no,"The Chinese character ""fu"" (福) symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=7515872c128740dc9753e3d96aa7f04b&source=6
image_072.jpg,luck,words,symbol,no,"The Chinese character ""fu"" (福) symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=fa4304bd8eb4413fa3af20b054dfd069&source=6
image_073.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=5820a32031d34cac86abc5370b30f155&source=6
image_074.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=91cf9c139cce491fadd1b32783777053&source=6
image_075.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=a91cd61f26f742e7a9e290b79160f59b&source=6
image_076.jpg,longevity,"peach,word",symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=4c5a91bfe9004cd6a92733309bdff210&source=6
image_077.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=cb724838d43240889f08ec19f532fe92&source=6
image_078.jpg,luck,scepter,homophony,no,"""ruyi"" sounds like ""as you wish,"" symbolizing fulfillment of all wishes and good fortune.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=153794949ea345a4a447cae4b96ab7bf&source=6
image_079.jpg,luck,"bat,words",homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,tableware,https://digicol.dpm.org.cn/cultural/detail?id=3522e5ef75394816a5fb4eb7d4f3b635&source=6
image_080.jpg,double happiness,double happiness character,symbol,no,"The character ""xi"" (喜) symbolizes joy, as it is a homophone for ""doublehappiness.""",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=2befccd144e8427f8ca0c6ef25153508&source=6
image_081.jpg,double happiness,"double happiness character,bat",symbol,no,"The character ""xi"" (喜) symbolizes joy, as it is a homophone for ""doublehappiness.""The bat symbolizes fortune, and the character ""shou"" symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=e3d0f2cc197946f5af64aafbf3c71642&source=6
image_082.jpg,luck,bat,homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=7bb348611e8e4550975cdcd67f2addd6&source=6
image_083.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=ccec5ebd6602430398b673813d69d3e8&source=6
image_084.jpg,longevity,"god of longevity,bat,deer",symbol,no,"In Chinese legend, the deity who governs longevity; the bat, whose name ""fu"" sounds like ""fortune""; the deer, whose name ""lu"" sounds like ""prosperity"".",Ming,Sculpture,https://digicol.dpm.org.cn/cultural/detail?id=5d1ccc5d9ce64c1cb4af93e2d7491114&source=6
image_085.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=5196672dca2045b5af4987a99ee7c9d7&source=6
image_086.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=4b545da71a934dd8841db6707b1f34f0&source=6
image_087.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=51a0c02fc9454c0d8b402f1044193948&source=6
image_088.jpg,double happiness,lotus,homophony,no,"Because ""lotus"" (lian) sounds like ""continuous"" (lian), it symbolizes joyful blessings like ""continuous sons"" or ""abundance every year.""",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=53f3df17fda74e47a6c125a617f8f576&source=6
image_089.jpg,prosperity,deer,homophony,no,"The deer, whose name ""lu"" is a homophone for ""official's salary"" or ""status"" (lu).",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=53f3df17fda74e47a6c125a617f8f576&source=6
image_090.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=034aa9a84335460d9b49b6b1ff3ee1b8&source=6
image_091.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=74a016e34e3c45cfae7fd020e58143f3&source=6
image_092.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=1978a4ba3f0145e5a56c85f85d82a6d2&source=6
image_093.jpg,longevity,"peach,bat,scepter",symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=dd0a56c9e44f4de5b3d3bc0a7cac4dec&source=6
image_094.jpg,longevity,"peach,bat,scepter",symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=cbe7485238cc481c94e2a423b6fb23a0&source=6
image_095.jpg,longevity,"peach,bat,scepter",symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Silk embroidery and weaving,https://digicol.dpm.org.cn/cultural/detail?id=1bb3fc97afa548e49fda4e9d4eeecee8&source=6
image_096.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=ef8fecf4c0474e66a8fe58fc0669d80d&source=6
image_097.jpg,luck,god of luck,symbol,no,"God of luck, the Star of Good Fortune, is believed to bring blessings and happiness to people.",Qing,Sculpture,https://digicol.dpm.org.cn/cultural/detail?id=2444b386ba774d3eb0f2cdf711b85348&source=6
image_098.jpg,longevity,"words,bat",symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=fccf041209c24dec82aa4b8388433a2b&source=6
image_099.jpg,luck,bat,homophony,no,"The word for ""bat"" (fú) sounds the same as ""good fortune"" (fú) in Chinese, the bat has become a symbol of happiness and blessings.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=74c9b28bdfcc46a796b51cd0c127bb5c&source=6
image_100.jpg,longevity,words,symbol,no,"The Chinese character ""shou"" (寿) symbolizes longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=f38c03ee63e74878ae7a3c7e9e681101&source=6
image_101.jpg,longevity,plum,symbol,no,"Because plum blooms alone in the severe cold, it is seen as a symbol of longevity.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=538e89e3c84d4a56919bc99cf523cb58&source=6
image_102.jpg,longevity,peach,symbol,no,"Peach symbolizes longevity, such as ""shou tao"" (longevity peach), representing a long life, often used in birthday celebrations.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=b80ec47e292f4be98b498a29300d326c&source=6
image_103.jpg,luck,gourd,homophony,no,"The gourd is full of seeds and ""gourd"" (hulu) sounds like ""good fortune and prosperity"" (fulu), symbolizing fertility, abundance, and happiness.",Qing,Daily necessities,https://digicol.dpm.org.cn/cultural/detail?id=f40b99a24cda419b97379f389279dc21&source=6
